74.125.44.145 - - [11/Mar/2015:00:07:32 +0100] "GET /feed HTTP/1.1" 304 0 "" "FeedBurner/1.0 (http://www.FeedBurner.com)"
seo21.heilink.com - - [11/Mar/2015:00:35:36 +0100] "GET /elasticsearch-0-90-stored-fields-and-term-vectors-compression/ HTTP/1.1" 200 14554 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
seo21.heilink.com - - [11/Mar/2015:00:35:36 +0100] "POST /elasticsearch-0-90-stored-fields-and-term-vectors-compression/ HTTP/1.1" 200 15047 "http://elasticsearchserverbook.com/elasticsearch-0-90-stored-fields-and-term-vectors-compression/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
183.252.52.95 - - [11/Mar/2015:00:38:52 +0100] "GET /mastering-elasticsearch-search-analytics/ HTTP/1.1" 200 27225 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
27.150.214.72 - - [11/Mar/2015:00:39:20 +0100] "GET /mastering-elasticsearch-errata/ HTTP/1.1" 200 11906 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
refresher9.feedbin.com - - [11/Mar/2015:00:43:13 +0100] "GET /comments/feed/ HTTP/1.1" 200 12607 "" "Feedbin - 1 subscribers"
078088048133.bialystok.vectranet.pl - - [11/Mar/2015:00:43:50 +0100] "POST /Microsoft-Server-ActiveSync?User=agnieszka@kuciowie.pl&DeviceId=ApplDMVLVEBJFK10&DeviceType=iPad&Cmd=Ping HTTP/1.1" 200 0 "" "Apple-iPad4C1/1204.508"
74.125.44.20 - - [11/Mar/2015:00:47:08 +0100] "GET /feed HTTP/1.1" 304 0 "" "FeedBurner/1.0 (http://www.FeedBurner.com)"
support10.qinglongboye.com - - [11/Mar/2015:00:49:27 +0100] "GET /elasticsearch-1-3-0-scripting-changes/ HTTP/1.1" 200 14240 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) )"
rss-feedprocessor-a01.ops.aol.com - - [11/Mar/2015:00:51:30 +0100] "GET /comments/feed/ HTTP/1.1" 200 12607 "" "UniversalFeedParser/5.1.3 +https://code.google.com/p/feedparser/"
seo8.heilink.com - - [11/Mar/2015:01:00:25 +0100] "GET /elasticsearch-0-90-similarities/ HTTP/1.1" 200 26983 "http://elasticsearchserverbook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
seo8.heilink.com - - [11/Mar/2015:01:00:48 +0100] "GET /wp-login.php?redirect_to=http%3A%2F%2Felasticsearchserverbook.com%2Felasticsearch-0-90-similarities%2F HTTP/1.1" 200 3580 "http://elasticsearchserverbook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
seo8.heilink.com - - [11/Mar/2015:01:00:51 +0100] "GET /wp-login.php?action=register HTTP/1.1" 302 225 "http://elasticsearchserverbook.com/wp-login.php?redirect_to=http%3A%2F%2Felasticsearchserverbook.com%2Felasticsearch-0-90-similarities%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
seo8.heilink.com - - [11/Mar/2015:01:00:51 +0100] "GET /wp-login.php?registration=disabled HTTP/1.1" 200 3637 "http://elasticsearchserverbook.com/wp-login.php?redirect_to=http%3A%2F%2Felasticsearchserverbook.com%2Felasticsearch-0-90-similarities%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
seo8.heilink.com - - [11/Mar/2015:01:00:51 +0100] "GET /elasticsearch-0-90-similarities/ HTTP/1.1" 200 26577 "http://elasticsearchserverbook.com/" "PHP/5.{3|2}.{1|2|3|4|5|6|7|8|9|0}{1|2|3|4|5|6|7|8|9|0}"
seo8.heilink.com - - [11/Mar/2015:01:01:02 +0100] "POST /xmlrpc.php HTTP/1.1" 200 370 "http://elasticsearchserverbook.com/" "PHP/5.2.11"
185a25b151c214.greendata.pl - - [11/Mar/2015:01:02:24 +0100] "GET /mastering-elasticsearch-errata/ HTTP/1.1" 200 11614 "http://elasticsearchserverbook.com/mastering-elasticsearch-errata/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; de; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)"
v044473.home.net.pl - - [11/Mar/2015:01:08:22 +0100] "POST /wp-cron.php?doing_wp_cron=1426032501.8954060077667236328125 HTTP/1.1" 200 0 "" "WordPress/4.1.1; http://elasticsearchserverbook.com"
183.252.52.28 - - [11/Mar/2015:01:08:23 +0100] "GET /mastering-elasticsearch-search-analytics/ HTTP/1.1" 200 27645 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
msnbot-207-46-13-19.search.msn.com - - [11/Mar/2015:01:09:58 +0100] "GET /comments/feed/ HTTP/1.1" 200 12607 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
078088048133.bialystok.vectranet.pl - - [11/Mar/2015:01:12:19 +0100] "POST /Microsoft-Server-ActiveSync?User=agnieszka@kuciowie.pl&DeviceId=ApplDMVLVEBJFK10&DeviceType=iPad&Cmd=Ping HTTP/1.1" 200 0 "" "Apple-iPad4C1/1204.508"
rate-limited-proxy-66-249-91-216.google.com - - [11/Mar/2015:01:12:56 +0100] "GET / HTTP/1.1" 200 35218 "" "Mozilla/5.0 (compatible; Google-Site-Verification/1.0)"
refresher7.feedbin.com - - [11/Mar/2015:01:13:36 +0100] "GET /comments/feed/ HTTP/1.1" 200 12607 "" "Feedbin - 1 subscribers"
37.57.231.112 - - [11/Mar/2015:01:13:56 +0100] "POST /wp-login.php HTTP/1.1" 200 4379 "http://elasticsearchserverbook.com/wp-login.php" "Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.8.131 Version/11.10"
151.80.185.202 - - [11/Mar/2015:01:15:14 +0100] "GET /elasticsearch-0-90-1-updates-in-bulk-api/ HTTP/1.1" 200 21774 "" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
mail.s22.1214.wa-01.com - - [11/Mar/2015:01:17:41 +0100] "GET /reroute-api-explained/ HTTP/1.1" 200 24447 "http://elasticsearchserverbook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
107.161.85.245.static.quadranet.com - - [11/Mar/2015:01:19:42 +0100] "GET /reroute-api-explained/ HTTP/1.1" 200 24069 "http://elasticsearchserverbook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
107.161.85.245.static.quadranet.com - - [11/Mar/2015:01:19:43 +0100] "GET /wp-login.php?redirect_to=http%3A%2F%2Felasticsearchserverbook.com%2Freroute-api-explained%2F HTTP/1.1" 200 3570 "http://elasticsearchserverbook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
107.161.85.245.static.quadranet.com - - [11/Mar/2015:01:19:44 +0100] "GET /wp-login.php?action=register HTTP/1.1" 302 225 "http://elasticsearchserverbook.com/wp-login.php?redirect_to=http%3A%2F%2Felasticsearchserverbook.com%2Freroute-api-explained%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
107.161.85.245.static.quadranet.com - - [11/Mar/2015:01:19:44 +0100] "GET /wp-login.php?registration=disabled HTTP/1.1" 200 3637 "http://elasticsearchserverbook.com/wp-login.php?redirect_to=http%3A%2F%2Felasticsearchserverbook.com%2Freroute-api-explained%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
107.161.85.245.static.quadranet.com - - [11/Mar/2015:01:19:45 +0100] "GET /reroute-api-explained/ HTTP/1.1" 200 24344 "http://elasticsearchserverbook.com/" "PHP/5.{3|2}.{1|2|3|4|5|6|7|8|9|0}{1|2|3|4|5|6|7|8|9|0}"
107.161.85.245.static.quadranet.com - - [11/Mar/2015:01:19:58 +0100] "POST /xmlrpc.php HTTP/1.1" 200 370 "http://elasticsearchserverbook.com/" "PHP/5.2.15"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-includes/images/smilies/icon_smile.gif HTTP/1.1" 200 173 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/prettify-gc-syntax-highlighter/prettify.js?ver=4.1.1 HTTP/1.1" 200 41272 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /reroute-api-explained/ HTTP/1.1" 200 24164 "http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCUQFjAB&url=http%3A%2F%2Felasticsearchserverbook.com%2Freroute-api-explained%2F&ei=Z4r_VJS_H4348QXOyoC4Cg&usg=AFQjCNGFZYXJNNndN13EhmKfxzgTGsLx7A&bvm=bv.87611401,d.dGc&cad=rja" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/wp-table-reloaded/css/plugin.css?ver=1.9.4 HTTP/1.1" 200 980 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/cookie-warning/cookiewarning.css?ver=4.1.1 HTTP/1.1" 200 1089 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/themes/chunk/style.css?ver=4.1.1 HTTP/1.1" 200 16303 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/prettify-gc-syntax-highlighter/prettify.css?ver=4.1.1 HTTP/1.1" 200 1278 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/send-to-kindle/media/kindle.css?ver=4.1.1 HTTP/1.1" 200 2167 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 95807 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/wp-table-reloaded/css/datatables.css?ver=1.9.4 HTTP/1.1" 200 2329 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-includes/js/comment-reply.min.js?ver=4.1.1 HTTP/1.1" 200 757 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7200 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/uploads/2015/02/top1.png HTTP/1.1" 200 69351 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/cookie-warning/cookiewarning.js?ver=4.1.1 HTTP/1.1" 200 4615 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/prettify-gc-syntax-highlighter/launch.js?ver=4.1.1 HTTP/1.1" 200 1573 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/plugins/send-to-kindle/media/black-15.png HTTP/1.1" 200 406 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/uploads/2013/09/1435OS_4_2-300x192.png HTTP/1.1" 200 41365 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/uploads/2013/09/1435OS_4_1-300x192.png HTTP/1.1" 200 41480 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:03 +0100] "GET /wp-content/uploads/2013/09/route.png HTTP/1.1" 200 37566 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:04 +0100] "GET /favicon.ico HTTP/1.1" 200 894 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
202.183.208.66 - - [11/Mar/2015:01:21:22 +0100] "GET /wp-admin/admin-ajax.php?action=php_clear_cookies&cookie=jsCookiewarning29Check HTTP/1.1" 200 16 "http://elasticsearchserverbook.com/reroute-api-explained/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18"
seo21.heilink.com - - [11/Mar/2015:01:23:07 +0100] "GET /elasticsearch-server-second-edition-book/ HTTP/1.1" 200 15758 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
seo21.heilink.com - - [11/Mar/2015:01:23:07 +0100] "POST /elasticsearch-server-second-edition-book/ HTTP/1.1" 200 15762 "http://elasticsearchserverbook.com/elasticsearch-server-second-edition-book/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
seo21.heilink.com - - [11/Mar/2015:01:23:34 +0100] "GET /elasticsearch-0-90-1-updates-in-bulk-api/ HTTP/1.1" 200 21770 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
seo21.heilink.com - - [11/Mar/2015:01:23:36 +0100] "POST /elasticsearch-0-90-1-updates-in-bulk-api/ HTTP/1.1" 200 22297 "http://elasticsearchserverbook.com/elasticsearch-0-90-1-updates-in-bulk-api/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
seo21.heilink.com - - [11/Mar/2015:01:24:24 +0100] "GET /elasticsearch-0-90-stored-fields-and-term-vectors-compression/ HTTP/1.1" 200 14848 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
seo21.heilink.com - - [11/Mar/2015:01:24:24 +0100] "POST /elasticsearch-0-90-stored-fields-and-term-vectors-compression/ HTTP/1.1" 200 14647 "http://elasticsearchserverbook.com/elasticsearch-0-90-stored-fields-and-term-vectors-compression/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
baiduspider-220-181-108-163.crawl.baidu.com - - [11/Mar/2015:01:25:35 +0100] "GET /tag/edition/ HTTP/1.1" 200 10386 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
74.125.176.145 - - [11/Mar/2015:01:28:34 +0100] "GET /feed HTTP/1.1" 304 0 "" "FeedBurner/1.0 (http://www.FeedBurner.com)"
baiduspider-180-76-5-72.crawl.baidu.com - - [11/Mar/2015:01:30:18 +0100] "GET / HTTP/1.1" 200 35218 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-79.crawl.baidu.com - - [11/Mar/2015:01:31:03 +0100] "GET / HTTP/1.1" 200 35218 "" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
baiduspider-220-181-108-168.crawl.baidu.com - - [11/Mar/2015:01:31:04 +0100] "GET / HTTP/1.1" 200 35218 "" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
baiduspider-123-125-71-82.crawl.baidu.com - - [11/Mar/2015:01:31:08 +0100] "GET / HTTP/1.1" 200 35218 "" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
baiduspider-220-181-108-186.crawl.baidu.com - - [11/Mar/2015:01:31:15 +0100] "GET / HTTP/1.1" 200 35218 "" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
baiduspider-123-125-71-70.crawl.baidu.com - - [11/Mar/2015:01:31:44 +0100] "GET /wp-content/plugins/cookie-warning/cookiewarning.css?ver=4.1.1 HTTP/1.1" 200 1089 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-83.crawl.baidu.com - - [11/Mar/2015:01:31:45 +0100] "GET /wp-content/plugins/send-to-kindle/media/kindle.css?ver=4.1.1 HTTP/1.1" 200 2167 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-76.crawl.baidu.com - - [11/Mar/2015:01:31:45 +0100] "GET /wp-content/plugins/prettify-gc-syntax-highlighter/prettify.css?ver=4.1.1 HTTP/1.1" 200 1278 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-99.crawl.baidu.com - - [11/Mar/2015:01:31:45 +0100] "GET /wp-content/themes/chunk/style.css?ver=4.1.1 HTTP/1.1" 200 16303 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-106.crawl.baidu.com - - [11/Mar/2015:01:31:47 +0100] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 95807 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-76.crawl.baidu.com - - [11/Mar/2015:01:31:49 +0100] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7200 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-70.crawl.baidu.com - - [11/Mar/2015:01:31:51 +0100] "GET /wp-content/plugins/cookie-warning/cookiewarning.js?ver=4.1.1 HTTP/1.1" 200 4615 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-107.crawl.baidu.com - - [11/Mar/2015:01:31:53 +0100] "GET /wp-content/plugins/prettify-gc-syntax-highlighter/prettify.js?ver=4.1.1 HTTP/1.1" 200 41272 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-116.crawl.baidu.com - - [11/Mar/2015:01:31:53 +0100] "GET /wp-content/plugins/wp-table-reloaded/css/datatables.css?ver=1.9.4 HTTP/1.1" 200 2329 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-69.crawl.baidu.com - - [11/Mar/2015:01:31:53 +0100] "GET /wp-content/plugins/wp-table-reloaded/css/plugin.css?ver=1.9.4 HTTP/1.1" 200 980 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
baiduspider-123-125-71-103.crawl.baidu.com - - [11/Mar/2015:01:31:55 +0100] "GET /wp-content/plugins/prettify-gc-syntax-highlighter/launch.js?ver=4.1.1 HTTP/1.1" 200 1573 "http://elasticsearchserverbook.com/tag/edition/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
183.252.52.240 - - [11/Mar/2015:01:34:20 +0100] "GET /mastering-elasticsearch-search-analytics/ HTTP/1.1" 200 27653 "" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
078088048133.bialystok.vectranet.pl - - [11/Mar/2015:01:35:00 +0100] "POST /Microsoft-Server-ActiveSync?User=agnieszka@kuciowie.pl&DeviceId=ApplDMVLVEBJFK10&DeviceType=iPad&Cmd=Ping HTTP/1.1" 200 0 "" "Apple-iPad4C1/1204.508"
